  2.1750783911707818E-07   9.8431427187753295E-01   1.5437995492356648E-02   3.8975550922524101E-04   5.0252955055739557E-01   1.4121434936107255E-03   6.4807119390746762E-04   4.2232738400210586E-02   4.6341374849478301E-01   3.6242061975925766E-01
  5.7250796189040891E-06   1.5294327449888850E-02   9.8444310508236577E-01   6.1557811717794322E-04   4.9393660855289634E-01   8.0787265251643890E-03   7.9409364432468275E-04   1.6511812530263004E-01   5.3317688013253717E-01   5.6847359263795638E-01
  1.5166477342912525E-04   3.6069546330948082E-05   5.2816728529151994E-05   4.0935290531167482E-07   1.4672562869470127E-03   1.0279956497538401E-02   1.9525283681725208E-04   3.1040873776169980E-01   1.5002199516033158E-06   2.3712900405905679E-02
  2.3757920714003492E-07   2.0037034749596683E-07   3.3119594889986013E-09   3.6554731052725379E-07   5.5088076578475986E-06   2.0236009008296077E-04   1.6682271014207458E-05   5.0763228992146597E-05   1.3838633310073670E-05   2.2164942727897628E-04
  1.0513549883099286E-04   6.4553552499941167E-09   1.1522165979084189E-08   2.1135280317201579E-06   8.1615281337623364E-06   1.8812266587650135E-02   1.2834569844649227E-06   4.8052094889048944E-03   8.0355505127786643E-07   1.5432419289655768E-05
  9.9895351353113471E-01   1.1422920868395472E-07   5.6798702009048041E-07   5.0608240708426824E-05   3.7322660964287069E-04   9.4747575604284107E-01   9.7871564428232483E-01   4.6032001682223883E-01   7.3998288467450922E-06   1.3307974184139967E-04
  1.0468448724091599E-04   2.2890162132711388E-07   1.3440918436904798E-06   3.7452160464690810E-05   9.2918298592869350E-08   1.4307848412989821E-04   1.1606183640268363E-02   5.5669957685157670E-05   1.8990028112734044E-04   2.4442074711197523E-04
  1.4816315528399078E-07   3.2340233564717659E-04   4.1326608637160199E-05   3.3694243712441381E-03   1.3740092603645286E-03   5.7279656538206255E-07   2.2570632755810780E-05   2.3642439579922739E-03   2.9394963562893242E-03   1.1633028246853878E-02
  5.6204535104758745E-08   2.3882533506756811E-05   1.4561647907160186E-05   9.6058243397680187E-01   4.1278069304192919E-05   1.7234501294157317E-06   9.6133561459353944E-06   9.7449024264114774E-05   1.5143837468635988E-05   2.4582264361695507E-04
  2.8487616879803942E-05   1.9138943055456302E-09   4.5292850922801585E-09   1.5439707550062806E-06   7.7672635591597824E-06   6.1976524329202844E-03   3.2622909482070428E-04   2.2100215872057523E-03   3.3338230911213046E-06   4.0357574180056081E-05
  1.3345301976574831E-06   7.9105105817553901E-09   4.3929299713981748E-09   3.9286986814913451E-06   3.5129344564370274E-06   6.5349579362945758E-03   2.4967133170933790E-05   1.5119704153957860E-03   4.1877388706251739E-07   1.5316496520237728E-07
  1.9282420294547139E-06   1.8039579604888946E-09   1.7979234904986114E-10   2.5210423399469723E-06   3.8864147360196256E-06   4.3311811659191702E-04   2.0830147739289310E-04   2.6659734971400963E-03   1.7528993549404711E-05   5.2874925121075892E-04
  6.4053078524845875E-04   3.5252672562113092E-11   7.3199072233457820E-09   3.8241045692200920E-05   1.8384825473549617E-07   1.9713189202575444E-04   6.7926805250409538E-05   1.5765119941802091E-03   1.5667699338266327E-06   1.7730129497376030E-04
  3.9956591121078710E-06   3.3073123212415176E-07   1.1104432711569710E-07   1.3755024568090654E-04   7.4176242266475791E-06   2.0575410397779612E-04   2.8772139928802164E-03   4.6454382181549867E-04   4.7910100836105498E-05   7.2570641238080421E-05
  2.2969151386089812E-06   5.0531763618758072E-07   7.7409821831111819E-07   2.8391505073091192E-05   9.6655456258117595E-08   7.8402121394470448E-08   4.3501716291881208E-03   1.4833278069923345E-05   2.9017965805900993E-05   8.1175656908866244E-09
  8.8919824045929821E-09   5.4433925070134783E-06   2.1942270180487189E-06   8.6979727577152189E-04   4.7088608038505966E-06   1.2055471518218991E-05   4.9420285839046752E-05   5.2458188878284689E-03   9.1607920594190823E-05   2.9275492598482864E-02
  2.3542889878886543E-08   1.5810198904013984E-07   6.3938774136355869E-07   5.5651826830209628E-03   2.2076155736596435E-04   8.6448031554482934E-06   7.7798571475805767E-05   8.2547224839378389E-04   1.6675230398223326E-05   2.7153233368849032E-03
  8.6918341217228558E-09   4.9515259353790766E-07   1.3589832754185554E-06   1.4140325574678132E-02   1.2567925516436981E-05   7.6594752508858310E-07   6.4938121835689192E-06   6.4268485726051896E-08   1.2096673351993918E-06   1.3112360732914947E-07
  2.2996845901662720E-09   5.5194099096889843E-07   3.1733647262256561E-06   1.4164377154437241E-02   3.4043249927523031E-06   3.2569261563197076E-06   2.0818832617004171E-06   3.1836056865156008E-05   3.2019415207273965E-05   8.9366867788626803E-05
